metric,model_id,capability_id,capability_level,n,mean,std,cv,median,min,max,range,desired_direction_rate,direction_agreement,direction_unanimous,mean_approximate_within_seed_task_se,seed_sd_to_task_se_ratio
capability_effect_nrmse,Timer-4.0,multi_seasonal,5,10,1.0853059789112616,0.08114023213216595,0.07476254043450752,1.0709250857979622,0.9569348157707811,1.2509586237287522,0.2940238079579711,0.1,0.9,False,0.2310331224810695,0.35120605764575796
capability_effect_nrmse,Timer-4.0,predictable_intermittency,1,10,0.6204495191432092,0.0569371350710849,0.0917675545138797,0.626225043632342,0.5024974267558349,0.7076659058675694,0.20516847911173453,1.0,1.0,True,0.04963553428543914,1.1471043052273082
capability_effect_nrmse,Timer-4.0,predictable_intermittency,2,10,0.8841772572294733,0.04434839298061248,0.050157807858094004,0.8894257776071709,0.8086888164087622,0.9405690567925664,0.1318802403838042,1.0,1.0,True,0.06945699294051456,0.6385014827606202
capability_effect_nrmse,Timer-4.0,predictable_intermittency,3,10,1.051164148523293,0.10595219287357682,0.10079509753297965,1.0179763803439992,0.9666469288659357,1.324710366930042,0.35806343806410623,0.2,0.8,False,0.08993932640567533,1.1780407649004925
capability_effect_nrmse,Timer-4.0,predictable_intermittency,4,10,1.1336654539260198,0.10162707617192866,0.08964467940694662,1.0975251078795445,1.0297099906048444,1.3269005556818816,0.2971905650770372,0.0,1.0,True,0.11225595416789338,0.9053156861499938
capability_effect_nrmse,Timer-4.0,predictable_intermittency,5,10,1.271825519506659,0.1493714802871174,0.11744651919318191,1.2054611873157866,1.1370283026046066,1.5486447714485814,0.41161646884397474,0.0,1.0,True,0.13325617897290876,1.1209347396752605
capability_effect_nrmse,Timer-4.0,regime_switching,1,10,0.1254209284479489,0.03170991731669402,0.2528279586915512,0.11806142911496392,0.08953611259972206,0.1778708803580675,0.08833476775834544,1.0,1.0,True,0.0633476665063184,0.500569619459167
capability_effect_nrmse,Timer-4.0,regime_switching,2,10,0.12926287820917204,0.033574781059305996,0.2597403177498151,0.12237640836055975,0.09484650163523113,0.1915357813966962,0.09668927976146506,1.0,1.0,True,0.06337172903156524,0.5298069276693163
capability_effect_nrmse,Timer-4.0,regime_switching,3,10,0.14288360745312387,0.031036443038891397,0.21721486174733928,0.13658768100978927,0.1053251418429985,0.19764660068278359,0.09232145883978508,1.0,1.0,True,0.05733032070056967,0.5413617551695119
capability_effect_nrmse,Timer-4.0,regime_switching,4,10,0.13563709308275565,0.03419219693903832,0.25208588714133523,0.1257523684617253,0.10090871775980652,0.2064659538779392,0.10555723611813268,1.0,1.0,True,0.045599372493676744,0.7498391988569524
